OTUID	SA118VXL	SA001V3L	SA002V1R	SA008V3R	SA009V3R	SA016V3R	SA024V3L	SA053V1R	SA055V3R	SA056V1R	SA057V1R	SA058V1L	SA064V5L	SA066V1R	SA069V3R	SA074V1R	SA076V1R	SA071VXR	SA077V1R	SA078V1R	SA081V1L	SA082V1R	SA087V1L	SA088V3L	SA094V1L	SA096V1R	SA091V1R	SA100V1L	SA101V1L	SA098V1L	SA104V1L	SA105V1L	SA106V1L	SA112V1R	SA115V1L	SA116V1L	SA120V1L	SA122V1L	SA123V1L	SA125V1L	SA126V1L	SA130V1R	SA132VXR	SA133V1R	SA135V1R	SA140V1R	SA141V1R	SA142V1L	SA143V1R	SA144V1L	SA145V1L	SA146V1L	SA147V1L	SA148V1L	SA121VXL	SA138V1R	SA114VXR	SA070V1L	SA084V1L	SA039V5L	SA109V1R	SA127V1L
4459021	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
4406621	0	0	0	0	0	0	0	2	7	0	0	1	0	0	0	1	0	0	0	4	7	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	15	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	2	3	0
New.CleanUp.ReferenceOTU31250	0	0	0	0	1	1	0	0	35	2	0	0	0	1	2	0	0	0	4	6	0	2	1	0	0	0	0	0	0	0	5	0	0	1	0	8	0	0	0	0	2	1	1	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU14821	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU52589	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU7630	0	11	1	3	0	0	0	0	4	0	0	1	0	0	7	0	1	1	1	41	1	2	1	0	0	1	0	0	0	0	3	1	0	1	3	1	1	9	0	0	0	2	6	7	5	1	13	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU31811	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU11259	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU25274	5	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0
New.CleanUp.ReferenceOTU77128	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU39321	9	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	28	0	0
New.CleanUp.ReferenceOTU33883	0	5	0	0	0	0	0	1	1	0	0	1	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU40591	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU66358	24	34	1	0	0	3	0	0	0	0	0	0	1	0	8	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	26	0	0
New.CleanUp.ReferenceOTU29517	5	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
New.CleanUp.ReferenceOTU59817	12	17	0	0	0	1	0	0	0	0	0	0	0	0	2	4	1	19	1	0	2	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	27	0	0
New.CleanUp.ReferenceOTU47625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
New.CleanUp.ReferenceOTU31804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU27612	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
New.CleanUp.ReferenceOTU79152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
New.CleanUp.ReferenceOTU55638	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	0	1	43	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	3	1	0	2	0	1	6	0	0	5	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
New.CleanUp.ReferenceOTU72425	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4334651	0	0	0	1	0	0	0	58	17	0	0	1	4	5	2	2	0	0	0	41	0	2	0	0	0	2	0	0	6	0	0	0	0	15	0	20	0	3	0	0	0	0	0	0	7	1	18	0	0	6	2	0	2	10	0	0	0	0	0	0	5	0
New.ReferenceOTU273	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
New.CleanUp.ReferenceOTU24142	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU93	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
1012112	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	2	2	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	17	1	2	0
1032653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
873887	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
960234	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408604	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	7	2	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
893041	0	0	4	0	0	1	0	0	0	0	1	0	0	0	2	1	6	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU55171	0	0	0	0	0	32	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0
469663	0	0	0	0	0	302	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	15	122	0	0	16	510	0	0	21	110	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU9042	0	0	0	0	0	27	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU15369	0	9	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU84242	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU78387	0	8	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU82586	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524725	2	139	0	14	0	0	4	123	4	1	1	1	2	0	10	0	2	0	0	44	0	1	0	0	0	10	0	0	0	0	1	2	0	3	0	13	0	3	0	0	7	0	28	1	0	0	38	1	0	0	9	0	2	19	0	0	0	0	0	0	0	0
133178	0	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	1	0	0	0	0	68	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU180	0	1	0	0	0	0	0	0	1	0	56	0	0	4	0	0	20	0	0	0	1	0	1	0	0	1	0	151	3	9	1	2	0	0	0	2	0	0	4	0	0	4	0	0	7	0	6	11	0	0	1	0	0	0	0	1	0	0	1	0	48	0
New.CleanUp.ReferenceOTU69260	0	0	0	3	0	0	0	0	0	0	12	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	1	18	0	22	1	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	24	0
New.CleanUp.ReferenceOTU2461	0	0	0	0	0	6	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU75842	0	0	0	0	5	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	8	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
New.CleanUp.ReferenceOTU53397	0	0	0	0	7	21	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	3	1	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
New.CleanUp.ReferenceOTU13906	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
New.ReferenceOTU148	0	0	546	0	1685	1593	0	0	163	627	0	200	160	0	0	0	323	0	0	0	1	0	1	0	1325	50	0	0	0	730	925	0	969	250	0	1	0	481	285	0	110	226	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1893	0	0	156	0
New.ReferenceOTU30	0	0	12	0	24	501	0	0	5	48	0	54	5	0	0	0	39	0	0	0	0	0	0	0	41	0	0	0	0	111	122	0	112	19	0	0	0	1	35	0	21	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	40	0
New.CleanUp.ReferenceOTU10065	0	0	5	0	20	13	0	0	4	5	0	9	4	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	6	15	0	10	1	0	0	0	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
New.CleanUp.ReferenceOTU40676	0	0	3	0	16	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	9	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
New.CleanUp.ReferenceOTU38288	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
New.CleanUp.ReferenceOTU3960	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
New.ReferenceOTU301	0	0	16	0	20	139	0	0	4	55	0	22	3	0	0	0	37	0	0	0	0	0	0	0	54	0	0	0	0	158	192	0	108	12	0	0	0	4	43	0	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	27	0
New.CleanUp.ReferenceOTU67364	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU23952	0	0	0	0	0	4	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0
New.CleanUp.ReferenceOTU78432	0	0	0	0	0	0	0	0	2	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
New.CleanUp.ReferenceOTU2407	0	0	5	0	0	0	0	0	0	0	0	3	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0
New.CleanUp.ReferenceOTU56360	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.CleanUp.ReferenceOTU35186	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU67338	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
New.CleanUp.ReferenceOTU58592	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
New.CleanUp.ReferenceOTU39676	0	0	0	0	2	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.CleanUp.ReferenceOTU22847	0	0	0	0	10	4	0	0	24	1	0	12	1	0	0	0	0	0	0	0	1	0	0	0	7	2	0	0	0	0	32	0	1	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
New.CleanUp.ReferenceOTU77356	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
New.ReferenceOTU232	0	0	193	0	1374	1167	0	0	176	131	0	3075	578	0	0	0	259	0	0	0	5	0	0	0	699	51	0	0	0	302	841	0	1474	746	0	0	0	283	576	0	50	344	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0	803	0	1	67	0
New.ReferenceOTU334	0	0	0	0	5	13	0	0	5	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
New.CleanUp.ReferenceOTU72873	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU58391	0	0	0	0	6	5	0	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
New.CleanUp.ReferenceOTU44170	0	0	0	0	5	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU18748	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	24	0	0	0	0	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	7	0	0	0	7	9	0	0	0	3	0	0	0	0	0	0
New.CleanUp.ReferenceOTU24265	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU43415	2	3	0	0	3	0	0	0	1	0	0	0	1	3	2	2	0	0	0	1	0	26	0	0	0	0	0	0	0	0	15	0	0	0	1	0	17	0	13	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
New.CleanUp.ReferenceOTU47446	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU56529	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1
New.CleanUp.ReferenceOTU58679	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
929901	10	229	15	32	14	14	20	260	14	6	3	4	22	26	22	9	17	7	73	85	2938	123	2	249	4	18	112	31	26	0	246	14	47	218	19	58	103	3	20	1	12	11	154	0	21	12	498	0	135	18	41	18	4	0	0	7	1	1	67	13	240	0
New.CleanUp.ReferenceOTU82890	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU69001	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
130710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU52543	0	10	0	11	0	20	1	11	7	0	0	3	2	1	2	4	2	7	0	11	118	5	4	13	0	3	5	2	10	0	30	1	5	12	2	15	6	0	0	0	2	2	4	16	0	0	107	2	0	2	8	0	3	0	0	1	1	0	3	2	17	0
New.CleanUp.ReferenceOTU28651	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU34937	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
819729	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1101451	0	7	0	1	1	0	1	6	0	0	1	1	2	0	1	0	2	0	0	3	103	9	1	8	0	0	5	0	0	0	9	0	1	5	1	1	7	0	1	0	0	0	6	0	3	0	19	0	3	1	2	0	1	0	0	0	0	0	6	0	8	0
812902	0	5	1	0	0	1	0	1	5	0	1	0	4	1	0	0	0	2	0	3	33	2	2	1	0	0	0	0	0	0	4	9	1	2	1	0	1	0	0	0	0	5	5	0	1	0	19	0	0	7	8	6	0	0	0	0	0	0	34	1	3	0
New.CleanUp.ReferenceOTU29158	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
New.ReferenceOTU430	8	38	7	27	6	25	0	3	33	0	2	3	9	8	6	1	8	6	4	43	15	84	6	4	0	1	9	10	5	1	95	6	8	22	13	17	30	10	3	0	8	9	60	1	4	5	88	3	0	7	14	3	7	2	0	4	1	2	2	5	62	3
83011	3	0	0	0	0	0	0	129	12	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	5	0	0	3	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0
4450012	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0
New.CleanUp.ReferenceOTU24917	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	87	0	0	0	0	0	0
New.CleanUp.ReferenceOTU50631	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	17	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	1	1	0	0	3	0	0	0	0	0	216	1	0	1	0	0	0
12564	0	0	0	0	0	1	9	0	0	0	3	4	0	0	0	0	0	0	0	0	0	10	9	0	0	0	170	3	0	0	2	0	0	5	0	0	0	0	10	0	0	0	6	0	0	0	0	0	12	14	4	0	0	0	0	679	0	0	14	0	0	0
New.CleanUp.ReferenceOTU27149	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
New.ReferenceOTU28	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	297	0	0	1	0	0	0
New.CleanUp.ReferenceOTU30309	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
