OTUID	SA118VXL	SA001V3L	SA002V1R	SA008V3R	SA009V3R	SA016V3R	SA024V3L	SA053V1R	SA055V3R	SA056V1R	SA057V1R	SA058V1L	SA064V5L	SA066V1R	SA069V3R	SA074V1R	SA076V1R	SA071VXR	SA077V1R	SA078V1R	SA081V1L	SA082V1R	SA087V1L	SA088V3L	SA094V1L	SA096V1R	SA091V1R	SA100V1L	SA101V1L	SA098V1L	SA104V1L	SA105V1L	SA106V1L	SA112V1R	SA115V1L	SA116V1L	SA120V1L	SA122V1L	SA123V1L	SA125V1L	SA126V1L	SA130V1R	SA132VXR	SA133V1R	SA135V1R	SA140V1R	SA141V1R	SA142V1L	SA143V1R	SA144V1L	SA145V1L	SA146V1L	SA147V1L	SA148V1L	SA121VXL	SA138V1R	SA114VXR	SA070V1L	SA084V1L	SA039V5L	SA109V1R	SA127V1L
New.CleanUp.ReferenceOTU47414	40	16	0	0	0	0	0	0	0	2	63	2	0	0	17	0	2	104	1	17	0	0	0	11	0	4	5	6	0	0	2	0	0	20	2	0	0	2	0	0	0	0	11	0	3	0	1	24	0	0	0	0	0	0	0	3	0	0	0	77	0	0
New.CleanUp.ReferenceOTU82984	1	1	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
494937	21	8	1	2	0	0	0	0	0	1	49	6	0	1	9	1	1	80	2	13	0	0	0	17	0	1	4	2	0	0	3	0	0	17	7	0	0	1	0	0	0	0	5	0	0	0	1	18	0	0	0	0	1	0	0	2	0	0	0	75	0	0
525515	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
4397098	14	14	0	1	3	0	0	1	3	1	35	0	0	0	8	3	2	98	1	24	1	0	1	37	0	3	7	10	1	0	4	1	0	8	6	4	3	3	1	0	0	0	22	0	11	0	1	49	3	0	0	7	12	0	0	0	0	0	0	156	0	0
357495	1	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1053898	1779	2590	18	249	226	20	0	163	711	191	1487	163	25	17	849	228	868	3985	480	1319	343	0	6	13218	7	411	2783	1293	647	0	253	279	0	4429	514	446	54	377	216	0	40	1	1219	3	1327	1	110	1204	3218	98	78	775	788	0	0	175	0	0	0	1973	1	6
1099914	1	2	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	4	1	1	0	0	0	20	0	0	0	3	1	0	0	0	0	3	1	0	0	1	0	0	0	0	2	0	2	0	0	1	3	1	0	4	1	0	0	0	0	0	0	6	0	0
1064036	25	28	0	1	1	0	0	0	9	2	11	3	1	0	10	2	7	31	3	12	1	0	0	117	0	5	20	9	9	0	3	3	0	37	5	3	0	3	1	0	0	0	8	0	11	0	1	15	30	2	0	9	8	0	0	3	0	0	0	9	0	0
New.CleanUp.ReferenceOTU5416	2	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	118	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
New.ReferenceOTU125	29	68	0	12	3	2	0	1	13	5	9	4	0	1	9	16	25	219	5	34	7	0	1	305	0	8	44	34	30	0	11	5	0	63	26	24	3	6	13	0	2	0	5	0	19	0	5	60	0	0	3	19	35	0	0	6	0	0	0	120	0	0
New.CleanUp.ReferenceOTU18030	3	3	1	3	6	0	0	0	4	2	7	1	0	1	2	0	2	39	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	1	0	14	0	0	0	0	7	0	5	0	0	31	0	0	0	1	21	0	0	3	0	0	0	7	0	0
New.CleanUp.ReferenceOTU80901	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
New.CleanUp.ReferenceOTU32485	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
New.CleanUp.ReferenceOTU46505	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
New.CleanUp.ReferenceOTU50499	0	0	12	0	0	1	0	0	0	1	1	0	0	1	1	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0
495079	57	20	0	0	3	0	0	0	1	3	85	3	0	0	22	1	0	138	1	25	0	0	0	23	0	4	9	10	0	0	3	0	0	35	7	0	0	1	0	0	0	0	10	0	3	0	4	35	0	0	0	3	1	0	0	2	0	0	0	155	0	0
New.CleanUp.ReferenceOTU72653	0	1	0	0	4	2	0	0	0	2	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	3	0	0	0	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU43742	0	0	1	0	4	3	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	2	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
New.CleanUp.ReferenceOTU3307	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU58167	5	1	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU75076	3	2	0	1	0	0	0	0	0	0	0	1	0	0	5	2	0	10	0	3	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	13	0	0
New.CleanUp.ReferenceOTU9338	6	1	0	0	0	0	0	0	2	6	0	3	0	0	47	5	0	0	1	10	2	0	0	0	0	2	1	1	1	0	1	0	0	3	2	0	0	0	0	0	0	0	15	4	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	2	4	0
New.CleanUp.ReferenceOTU36877	14	0	0	0	0	0	0	0	0	0	3	2	0	0	4	2	0	6	0	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	49	0	0
New.CleanUp.ReferenceOTU64057	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
505587	3	1	0	0	0	0	0	0	0	0	14	0	0	0	4	0	1	4	3	1	1	0	0	2	0	2	3	5	0	2	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	76	1	0
895653	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1024093	2279	1270	49	18	96	54	4	175	112	89	3346	466	21	89	4335	344	265	986	870	667	256	26	18	1325	11	722	1372	1016	93	1121	219	1	5	2818	381	78	22	193	243	13	24	5	1031	19	499	7	402	365	586	212	16	110	43	0	2	718	0	3	6	2456	228	5
New.CleanUp.ReferenceOTU69528	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0
New.ReferenceOTU71	32	17	1	1	4	2	0	0	1	3	79	3	1	1	41	4	2	45	6	23	0	0	1	5	0	5	9	17	0	108	6	0	0	26	15	0	0	10	8	1	0	1	29	0	8	1	6	28	0	0	0	7	3	0	0	39	0	0	0	76	2	0
New.CleanUp.ReferenceOTU67467	4	1	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	17	0	0
503315	282	51	2	2	12	6	0	4	5	12	346	85	4	4	337	31	14	208	34	61	8	2	1	29	2	45	48	92	4	198	27	0	0	145	44	11	5	20	27	2	0	1	70	5	41	0	47	86	6	16	1	6	4	0	0	39	0	0	0	612	12	0
New.CleanUp.ReferenceOTU75027	24	6	2	1	5	1	0	0	2	0	102	41	2	3	70	0	0	63	3	12	0	0	1	3	1	3	11	23	2	28	3	0	0	28	12	0	0	3	9	1	0	0	17	1	0	0	3	24	0	6	0	0	2	0	0	14	0	0	0	104	2	1
New.CleanUp.ReferenceOTU709	4	1	0	0	1	0	0	0	1	0	15	4	0	0	9	0	0	2	0	2	0	0	0	0	0	0	3	6	0	4	1	0	0	2	3	0	0	0	1	0	0	0	3	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	20	0	0
New.CleanUp.ReferenceOTU4585	1	0	0	0	0	0	0	0	0	0	1	2	0	0	3	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
New.CleanUp.ReferenceOTU36874	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0
New.CleanUp.ReferenceOTU4099	121	3	0	1	0	0	0	0	0	2	45	3	0	1	23	0	3	3	1	1	2	0	0	2	0	1	1	10	2	188	11	0	0	3	17	4	0	0	4	0	1	0	7	0	11	0	10	20	0	0	0	2	1	0	0	4	0	0	1	46	15	0
New.CleanUp.ReferenceOTU36045	3	0	0	0	0	0	0	0	0	0	2	1	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
New.CleanUp.ReferenceOTU28069	8	2	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU50583	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU65577	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0
New.CleanUp.ReferenceOTU12672	3	0	0	0	0	0	0	0	0	1	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	0	16	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	3	2	0	1	0	0	0	0	0	1	0	0	0	6	0	0
New.CleanUp.ReferenceOTU64781	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU16010	0	0	0	0	21	17	0	0	1	8	0	70	0	0	0	0	5	0	0	0	0	0	0	0	1	7	0	0	0	172	20	0	3	48	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
New.CleanUp.ReferenceOTU77102	3	1	0	0	0	0	0	0	0	0	0	3	0	0	4	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU67983	55	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
New.CleanUp.ReferenceOTU59219	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
New.CleanUp.ReferenceOTU12393	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU100	214	102	13	8	45	5	0	0	14	9	318	22	0	22	283	13	23	243	31	87	1	1	2	14	2	30	60	91	4	493	22	0	0	93	89	7	2	89	27	1	3	2	120	1	38	0	32	180	0	9	0	19	22	0	0	128	0	1	0	294	21	6
New.CleanUp.ReferenceOTU61879	7	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
New.CleanUp.ReferenceOTU55046	1	3	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
New.ReferenceOTU291	47	41	2	0	2	5	0	2	2	6	31	10	1	1	68	24	10	103	9	33	6	0	5	47	0	23	23	25	11	12	8	0	1	54	27	6	0	2	20	0	0	1	13	2	12	0	28	38	0	5	2	9	6	0	0	45	0	0	1	248	3	0
New.CleanUp.ReferenceOTU77000	3	0	1	0	2	0	0	0	0	3	13	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	1	2	0	24	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	5	3	1
495419	0	0	5	0	0	0	0	1	0	0	17	1	0	0	14	0	3	0	0	24	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU26411	0	1	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
New.CleanUp.ReferenceOTU17595	0	1	0	0	0	0	0	0	0	0	97	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
New.CleanUp.ReferenceOTU30311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU17908	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	15	0	0	0	40	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0
4305935	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	8	0
941896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	7	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	3	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
968873	1	0	0	0	0	0	0	11	0	0	0	0	0	2	0	11	0	0	0	0	3517	0	0	0	0	0	0	0	11	0	13	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU69963	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
750016	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
813781	0	0	6	1	0	0	0	8	0	0	0	0	0	0	2	1	0	0	17	0	4	1	0	0	2	0	0	0	0	0	1	8	7	0	0	0	3	0	0	0	2	0	3	0	0	0	4	0	0	1	12	0	1	6	0	0	0	0	0	0	8	0
New.CleanUp.ReferenceOTU71459	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
887744	2	0	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4307843	6	0	0	2	0	1	0	19	111	2	0	7	0	0	3	13	0	0	53	17	55	3	0	0	0	0	0	0	18	0	7	0	0	0	1	4	0	1	1	0	5	0	0	10	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
1092833	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	2	0	3	0	0	5	0	0	0	2	0	0	0	0	0	0	0	14	0	3	2	0	0	0	1	0	0	0	1	0	0	0	83	0	0	0	166	0	0	0
4302288	0	0	0	0	3	0	0	23	31	0	0	1	0	0	4	1	4	0	0	4	15	0	5	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0
664697	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	1	22	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	8	1	0	4	0	1	0	0	0	0	0	0	0
4300777	4	0	0	0	0	0	0	10	21	0	0	0	0	0	0	4	0	0	0	2	8	0	1	0	0	0	0	0	5	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0
4392350	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
987790	3	6	0	2	1	0	0	75	75	0	0	2	1	0	0	3	0	2	16	16	29	3	0	0	0	7	0	1	2	0	6	0	0	0	0	7	0	0	0	0	0	0	0	13	0	1	0	0	67	5	0	0	1	2	0	0	0	0	0	0	4	0
4294954	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0
903886	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0
168817	0	0	0	0	3	0	0	70	96	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
New.CleanUp.ReferenceOTU62100	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
New.CleanUp.ReferenceOTU26778	0	0	0	1	1	0	0	1	11	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568926	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
1039872	0	0	0	0	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	23	4	0	0	0	0	0	0	0	8	3	0	0
1057116	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
590849	1	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
436314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0
891031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	6	3	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU79	1	0	0	0	1	0	0	0	11	0	0	0	0	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
1931	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	30	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	3	0
970138	3	0	0	0	1	1	0	0	416	9	0	37	0	7	8	7	8	0	62	56	127	4	1	0	0	1	0	9	40	0	52	3	3	13	0	14	1	0	1	0	23	0	4	215	28	7	2	0	35	3	0	0	0	0	0	12	0	0	0	0	0	0
970302	2	0	0	3	4	0	0	0	14	2	0	7	0	6	0	10	1	0	106	15	82	19	0	0	0	2	1	6	16	0	6	0	1	1	1	25	0	0	0	0	18	1	1	42	32	3	0	0	16	11	3	0	1	0	0	5	0	0	0	0	0	0
530164	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU63236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0
577170	0	0	0	0	0	0	0	0	0	0	1	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	19	0	8	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
692756	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0
New.CleanUp.ReferenceOTU40179	0	1	0	0	0	0	0	0	0	0	26	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
New.CleanUp.ReferenceOTU63204	0	0	0	0	0	0	0	0	0	0	22	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
979707	0	0	0	0	0	0	0	0	0	0	7	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	0	0
495017	0	74	3	0	0	3	0	0	0	0	2493	41	1	20	317	37	2	0	0	24	0	4	0	0	0	20	0	150	9	0	0	1	0	37	37	0	4	0	2	0	0	0	106	6	1	0	0	0	1299	4	0	0	0	1	0	0	0	1	8	459	0	0
138179	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
874462	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1938	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
308956	5	23	0	1	1	0	0	25	9	0	0	6	1	0	0	4	0	0	0	21	0	3	0	0	0	20	25	0	5	0	0	0	0	0	0	39	0	0	0	0	0	1	0	0	0	0	20	0	0	2	7	0	1	0	0	0	0	0	0	0	4	0
